,id,Brand,Type,CPUbrand,SSD,GPUbrand,RAM,OS,Touchscreen,Weight,Price,PPI
668,23,MSI,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,184790,141.21199808219862
669,24,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,Yes,Light,304980,337.93365249157983
670,1,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,82990,157.3505121487356
671,2,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,45562,141.21199808219862
672,3,MSI,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,184790,141.21199808219862
673,4,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,Yes,Light,304980,337.93365249157983
674,5,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,64790,141.21199808219862
675,6,DELL,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,No,Medium,74985,141.21199808219862
676,7,MSI,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Medium,99990,141.21199808219862
677,8,DELL,Notebook,AMD,512 GB,AMD,8,Windows,Yes,Light,75500,157.3505121487356
678,9,DELL,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,45032,141.21199808219862
679,10,ACER,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,137990,188.28266410959816
680,11,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,90488,141.21199808219862
681,12,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,63500,141.21199808219862
682,13,ACER,Ultraportable,Intel,512 GB,NVIDIA,4,Windows,No,Medium,57799,141.21199808219862
683,14,ACER,Ultraportable,Intel,None,NVIDIA,8,Windows,No,Medium,59990,141.21199808219862
684,15,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,46300,141.21199808219862
685,16,LENOVO,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,No,Light,244801,157.3505121487356
686,17,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,66700,141.21199808219862
687,18,LENOVO,Gaming,Intel,256 GB,NVIDIA,8,Windows,No,Heavy,75090,141.21199808219862
688,19,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,88990,141.21199808219862
690,21,HP,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Medium,54980,141.21199808219862
691,22,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Medium,93500,141.21199808219862
692,23,HP,Notebook,Intel,512 GB,None,16,Windows,Yes,Light,108490,170.92983824421876
693,24,DELL,Notebook,AMD,512 GB,AMD,16,Windows,Yes,Light,89570,157.3505121487356
694,1,ASUS,Gaming,AMD,1 TB,NVIDIA,32,Windows,Yes,Light,234990,168.96682624578992
695,2,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,Yes,Light,23990,135.0942111925629
696,3,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,129490,188.28266410959816
697,4,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,47000,141.21199808219862
698,5,ASUS,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,34000,141.21199808219862
699,6,ASUS,Notebook,AMD,1 TB,NVIDIA,16,Windows,No,Light,108990,242.5880862528841
700,7,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,49999,141.21199808219862
701,8,ACER,Gaming,Intel,256 GB,NVIDIA,16,Windows,No,Heavy,95490,141.21199808219862
702,9,LENOVO,Notebook,AMD,None,Intel,4,Linux/Others,No,Heavy,18890,100.45466986113651
703,10,ACER,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,129999,188.28266410959816
704,11,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,140990,141.21199808219862
705,12,ACER,Ultraportable,Intel,512 GB,Intel,8,Windows,Yes,Light,76500,157.3505121487356
706,13,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,51890,141.21199808219862
707,14,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,66990,141.21199808219862
708,15,DELL,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Medium,65800,141.21199808219862
709,16,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,72990,157.3505121487356
710,17,ACER,Notebook,Intel,None,Intel,8,Windows,No,Medium,49599,141.21199808219862
711,18,ASUS,Ultraportable,Intel,None,Intel,4,Windows,No,Medium,61249,111.93520355955211
712,19,DELL,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,41490,139.3666994768726
713,20,LENOVO,Notebook,Intel,256 GB,Intel,4,Windows,No,Medium,30999,111.93520355955211
714,21,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,34490,141.21199808219862
715,22,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Medium,195000,141.21199808219862
716,23,ASUS,Notebook,Intel,256 GB,Intel,4,Windows,No,Medium,40990,144.57650868625
717,24,DELL,Notebook,Intel,256 GB,Others,4,Windows,No,Medium,48999,141.21199808219862
718,1,HP,Notebook,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,97500,141.21199808219862
719,2,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,87907,141.21199808219862
720,3,HP,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Light,126000,165.6321180513006
721,4,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,44990,157.3505121487356
722,5,HP,Notebook,Intel,None,Intel,4,Linux/Others,Yes,Light,27490,111.93520355955211
723,6,LENOVO,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,36490,141.21199808219862
724,7,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,Yes,Light,22990,135.0942111925629
725,8,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,94990,242.5880862528841
726,9,HP,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,40400,141.21199808219862
727,10,LENOVO,Notebook,Intel,None,Intel,4,Linux/Others,No,Heavy,25490,100.45466986113651
728,11,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,205000,127.33567457123111
729,12,LENOVO,Notebook,Intel,256 GB,Intel,4,Windows,No,Heavy,38999,183.5755975068582
730,13,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,62999,141.21199808219862
731,14,ASUS,Notebook,Intel,None,Intel,4,Windows,No,Light,23990,135.0942111925629
732,15,LENOVO,Gaming,AMD,256 GB,NVIDIA,8,Windows,No,Heavy,75990,141.21199808219862
734,17,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,Yes,Light,191990,337.93365249157983
735,18,ASUS,Notebook,Intel,1 TB,NVIDIA,16,Windows,Yes,Heavy,175190,282.42399616439724
736,19,DELL,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,81490,141.21199808219862
737,20,ACER,Gaming,Intel,2 TB,NVIDIA,16,Windows,No,Heavy,159990,141.21199808219862
738,21,ACER,Notebook,Intel,256 GB,Intel,8,Windows,No,Heavy,29490,111.93520355955211
739,22,LENOVO,Notebook,AMD,512 GB,AMD,8,Windows,Yes,Heavy,66490,157.3505121487356
740,23,ASUS,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Heavy,79990,141.21199808219862
741,24,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,46900,100.45466986113651
742,1,ASUS,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,79990,141.21199808219862
743,2,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,46900,100.45466986113651
744,3,HP,Notebook,Intel,1 TB,None,16,Windows,Yes,Light,148900,267.07787225659183
745,4,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,259990,188.28266410959816
746,5,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,No,Light,19990,111.93520355955211
747,6,DELL,Ultraportable,Intel,512 GB,NVIDIA,8,Windows,No,Light,89619,157.3505121487356
748,7,HP,Gaming,Intel,128 GB,NVIDIA,8,Windows,No,Heavy,102551,141.21199808219862
749,8,ASUS,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,39990,141.21199808219862
750,9,LENOVO,Ultraportable,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,230400,141.21199808219862
751,10,LENOVO,Ultraportable,Intel,512 GB,NVIDIA,8,Windows,No,Light,74990,157.3505121487356
752,11,DELL,Notebook,Intel,512 GB,Intel,16,Windows,Yes,Light,79890,157.3505121487356
753,12,DELL,Notebook,Intel,256 GB,Intel,4,Windows,No,Medium,35500,141.21199808219862
754,13,ASUS,Notebook,Intel,256 GB,Others,8,Windows,No,Medium,37230,155.78090461246302
755,14,ASUS,Gaming,AMD,1 TB,AMD,32,Windows,No,Medium,191990,215.6338544470081
756,15,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,43146,141.21199808219862
757,16,ACER,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,59990,141.21199808219862
759,18,DELL,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,60990,141.21199808219862
760,19,ASUS,Ultraportable,AMD,256 GB,Intel,8,Windows,No,Medium,75100,141.21199808219862
761,20,LENOVO,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,66990,141.21199808219862
762,21,LENOVO,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Heavy,63290,141.21199808219862
763,22,HP,Notebook,Intel,None,Intel,4,Windows,No,Heavy,39643,100.45466986113651
764,23,ASUS,Gaming,Others,None,NVIDIA,16,Windows,No,Heavy,75000,141.21199808219862
765,1,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,94500,127.33567457123111
766,2,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,113000,141.21199808219862
767,3,HP,Notebook,Intel,1 TB,Intel,16,Windows,No,Heavy,93900,157.3505121487356
768,4,DELL,Notebook,Intel,None,AMD,8,Linux/Others,No,Heavy,42999,100.45466986113651
769,5,LENOVO,Notebook,Intel,None,NVIDIA,8,Windows,No,Heavy,64821,141.21199808219862
770,6,DELL,Gaming,Intel,None,NVIDIA,8,Windows,No,Heavy,76990,141.21199808219862
771,7,DELL,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,115785,164.39605746882822
772,8,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,60250,141.21199808219862
773,9,ACER,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,155490,188.28266410959816
774,10,DELL,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,149890,141.21199808219862
775,11,ACER,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,54990,141.21199808219862
776,12,HP,Notebook,Intel,512 GB,NVIDIA,16,Windows,Yes,Light,239759,165.6321180513006
777,13,ASUS,Ultraportable,Intel,1 TB,Intel,16,Windows,Yes,Light,134990,242.5880862528841
